"PROLIFIC","D3","D4","AT1","AT2","NR","DU1[DUQ1]","DU1[DUQ2]","DU1[DUQ3]","DU1[DUQ4]","DU1[DUQ5]","DU1[DUQ6]","DU1[DUQ7]","DU1[DUQ8]","DU1[DUQ9]","DU1[DUQ10]","DU2[DUQ11]","DU2[DUQ12]","DU2[DUQ13]","DU2[DUQ14]","DU2[DUQ15]","DU2[DUQ16]","DU2[DUQ17]","DU2[DUQ18]","DU2[DUQ19]","DU2[DUQ20]","DU3[SUQ21]","DU3[SUQ22]","DU3[SUQ23]","DU3[SUQ24]","DU3[SUQ25]","DU3[SUQ26]","DU3[SUQ27]","AR1[AR1Q1]","AR1[AR1Q2]","AR1[AR1Q3]","AR1[AR1Q4]","AR1[AR1Q5]","RU1[RU1Q1]","RU1[RU1Q2]","AQ1[AQ1Q1]","AQ1[AQ1Q2]","AQ1[AQ1Q3]","AQ1[AQ1Q4]","AQ1[AQ1Q5]","AQ1[AQ1Q6]","AQ1[AQ1Q7]","AQ2[AQ2Q1]","AQ2[AQ2Q2]","DU1[DUQ1]","DU1[DUQ2]","DU1[DUQ3]","DU1[DUQ4]","DU1[DUQ5]","DU1[DUQ6]","DU1[DUQ7]","DU1[DUQ8]","DU1[DUQ9]","DU1[DUQ10]","DU2[DUQ11]","DU2[DUQ12]","DU2[DUQ13]","DU2[DUQ14]","DU2[DUQ15]","DU2[DUQ16]","DU2[DUQ17]","DU2[DUQ18]","DU2[DUQ19]","DU2[DUQ20]","DU3[SUQ21]","DU3[SUQ22]","DU3[SUQ23]","DU3[SUQ24]","DU3[SUQ25]","DU3[SUQ26]","DU3[SUQ27]","EX1[EXQ1]","EX1[EXQ2]","EX1[EXQ3]","EX1[EXQ4]","EX1[EXQ5]","CRS1[CRS1Q]","CRS2[CRS2Q]","CRS3[CRS3Q]","CRS4[CRS3Q]","CRS5[CRS1Q]","CRS6[CRS2Q]","CRS7[CRS2Q]","CRS8[CRS2Q]","CRS9[CRS2Q]","CRS10[CRS1Q]"
"5d5e6900012a5c001944fb0c","D3A3","D4A2","AT1A3","6","0","DUA3","DUA2","DUA4","DUA5","DUA3","DUA1","DUA3","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA5","DUA5","DUA4","DUA3","DUA4","DUA4","DUA3","DUA4","DUA4","DUA5","DUA5","DUA4","DUA5","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A3","RU1A4","AQ1A1","AQ1A4","AQ1A1","AQ1A2","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA1","EXA1","EXA1","CR1A2","CR2A2","CR3A3","CR4A3","CR1A2","CR2A2","CR2A3","CR2A2","CR2A3","CR1A2"
"5fde36d50a5e7f57ba491e20","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A3","AR1A2","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A3","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","DUA2","DUA2","DUA4","DUA2","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA2","DUA3","DUA4","DUA2","DUA4","DUA2","DUA3","DUA4","DUA3","DUA2","DUA3","DUA3","DUA2","DUA3","DUA3","DUA2","DUA3","EXA1","EXA5","EXA4","EXA2","EXA4","CR1A3","CR2A2","CR3A1","CR4A1","CR1A2","CR2A2","CR2A2","CR2A1","CR2A2","CR1A1"
"5f72455d34cc7316f44a9c09","D3A2","D4A2","AT1A3","6","0","DUA2","DUA2","DUA4","DUA4","DUA2","DUA3","DUA2","DUA2","DUA4","DUA4","DUA3","DUA2","DUA5","DUA3","DUA5","DUA3","DUA5","DUA3","DUA3","DUA2","DUA3","DUA2","DUA3","DUA3","DUA4","DUA3","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A6","AQ1A1","AQ1A2","AQ1A2","AQ1A2","AQ1A1","AQ1A1","AQ1A7","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA2","EXA1","EXA1","EXA1","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A3","CR2A1","CR2A1","CR1A1"
"5cbcadbe0b073500018c5f73","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A6","RU1A6","AQ1A1","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A7","AQ2A8","AQ2A8","DUA4","DUA4","DUA4","DUA4","DUA3","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA3","DUA4","DUA4","DUA4","DUA4","DUA5","DUA4","DUA4","DUA5","DUA4","DUA3","DUA3","DUA2","DUA3","DUA4","DUA2","EXA1","EXA4","EXA2","EXA1","EXA4","CR1A3","CR2A3","CR3A2","CR4A1","CR1A2","CR2A3","CR2A3","CR2A2","CR2A2","CR1A2"
"5ff0786a0538dbf4e31895ec","D3A3","D4A1","AT1A3","6","0","DUA2","DUA1","DUA2","DUA2","DUA2","DUA1","DUA2","DUA2","DUA4","DUA2","DUA4","DUA2","DUA3","DUA3","DUA3","DUA3","DUA4","DUA4","DUA3","DUA4","DUA2","DUA2","DUA2","DUA4","DUA2","DUA2","DUA2","AR1A1","AR1A2","AR1A1","AR1A1","AR1A2","RU1A5","RU1A5","AQ1A4","AQ1A6","AQ1A4","AQ1A2","AQ1A2","AQ1A2","AQ1A7","AQ2A6","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA4","EXA5","EXA4","EXA4","EXA4","CR1A3","CR2A3","CR3A3","CR4A1","CR1A2","CR2A5","CR2A2","CR2A2","CR2A1","CR1A2"
"61539098822998ea68236902","D3A3","D4A2","AT1A2","0","0","DUA4","DUA2","DUA2","DUA1","DUA2","DUA4","DUA5","DUA2","DUA5","DUA2","DUA4","DUA2","DUA3","DUA2","DUA2","DUA2","DUA4","DUA4","DUA5","DUA2","DUA3","DUA2","DUA2","DUA2","DUA4","DUA4","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A2","AQ1A1","AQ1A2","AQ1A1","AQ1A1","AQ1A2","AQ2A7","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA5","EXA5","EXA4","EXA2","EXA5","CR1A2","CR2A2","CR3A1","CR4A1","CR1A2","CR2A3","CR2A2","CR2A1","CR2A1","CR1A1"
"60880d750f3dead09c7acfac","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A6","RU1A5","AQ1A2","AQ1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A7","AQ2A7","AQ2A8","DUA2","DUA4","DUA4","DUA1","DUA1","DUA3","DUA4","DUA5","DUA5","DUA4","DUA4","DUA1","DUA4","DUA3","DUA4","DUA2","DUA4","DUA2","DUA5","DUA4","DUA1","DUA3","DUA1","DUA2","DUA4","DUA1","DUA4","EXA5","EXA5","EXA5","EXA5","EXA2","CR1A3","CR2A1","CR3A1","CR4A1","CR1A1","CR2A4","CR2A1","CR2A1","CR2A1","CR1A1"
"5ce9a0df0f264b0017198742","D3A2","D4A2","AT1A3","6","0","DUA1","DUA4","DUA1","DUA3","DUA1","DUA3","DUA4","DUA5","DUA5","DUA4","DUA4","DUA1","DUA5","DUA4","DUA5","DUA5","DUA5","DUA4","DUA5","DUA5","DUA2","DUA5","DUA1","DUA3","DUA4","DUA2","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A2","RU1A4","AQ1A1","AQ1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A8","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA4","EXA1","EXA5","CR1A3","CR2A2","CR3A1","CR4A1","CR1A1","CR2A3","CR2A3","CR2A1","CR2A1","CR1A1"
"55a0ff77fdf99b3f453c5e6c","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A2","AR1A1","AR1A1","AR1A1","RU1A2","RU1A5","AQ1A1","AQ1A4","AQ1A5","AQ1A2","AQ1A2","AQ1A2","AQ1A6","AQ2A6","AQ2A7","DUA4","DUA3","DUA3","DUA4","DUA3","DUA3","DUA3","DUA2","DUA4","DUA3","DUA3","DUA2","DUA4","DUA3","DUA4","DUA3","DUA4","DUA3","DUA4","DUA4","DUA2","DUA2","DUA3","DUA4","DUA4","DUA4","DUA4","EXA4","EXA4","EXA4","EXA3","EXA4","CR1A3","CR2A3","CR3A1","CR4A3","CR1A3","CR2A2","CR2A4","CR2A2","CR2A2","CR1A2"
"5fa315662ca5b25d05ae8236","D3A3","D4A2","AT1A2","50","0","DUA2","DUA3","DUA4","DUA2","DUA2","DUA3","DUA4","DUA2","DUA3","DUA4","DUA4","DUA2","DUA3","DUA3","DUA2","DUA3","DUA3","DUA4","DUA3","DUA4","DUA4","DUA4","DUA3","DUA3","DUA3","DUA2","DUA2","AR1A2","AR1A2","AR1A1","AR1A2","AR1A2","RU1A5","RU1A5","AQ1A1","AQ1A2","AQ1A2","AQ1A2","AQ1A2","AQ1A2","AQ1A4","AQ2A7","AQ2A6","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA2","EXA4","EXA2","EXA2","EXA4","CR1A2","CR2A3","CR3A2","CR4A4","CR1A2","CR2A3","CR2A2","CR2A2","CR2A2","CR1A2"
"5d9261e776e8dd00195f28f2","D3A4","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A4","RU1A4","AQ1A1","AQ1A5","AQ1A1","AQ1A3","AQ1A2","AQ1A3","AQ1A6","AQ2A6","AQ2A8","DUA3","DUA3","DUA3","DUA3","DUA2","DUA2","DUA3","DUA2","DUA3","DUA3","DUA3","DUA2","DUA3","DUA3","DUA3","DUA3","DUA3","DUA2","DUA3","DUA2","DUA3","DUA2","DUA3","DUA3","DUA3","DUA3","DUA2","EXA3","EXA4","EXA2","EXA3","EXA4","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"5a4c063dac413f0001e607ec","D3A3","D4A2","AT1A3","6","0","DUA2","DUA2","DUA4","DUA3","DUA2","DUA4","DUA5","DUA4","DUA4","DUA4","DUA2","DUA2","DUA4","DUA2","DUA4","DUA2","DUA4","DUA3","DUA3","DUA4","DUA3","DUA4","DUA2","DUA3","DUA4","DUA2","DUA4","AR1A1","AR1A1","AR1A2","AR1A2","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A6","AQ1A2","AQ1A2","AQ1A2","AQ1A3","AQ1A8","AQ2A8","AQ2A8","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA2","EXA4","EXA1","EXA4","EXA4","CR1A1","CR2A1","CR3A3","CR4A1","CR1A2","CR2A3","CR2A1","CR2A1","CR2A1","CR1A1"
"5adb3e135f327e0001fb329c","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A2","AR1A1","AR1A1","AR1A1","RU1A3","RU1A3","AQ1A1","AQ1A2","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A8","AQ2A8","AQ2A8","DUA3","DUA3","DUA4","DUA3","DUA3","DUA4","DUA3","DUA4","DUA4","DUA4","DUA3","DUA2","DUA4","DUA3","DUA3","DUA3","DUA4","DUA3","DUA3","DUA4","DUA3","DUA2","DUA3","DUA2","DUA3","DUA3","DUA4","EXA1","EXA3","EXA1","EXA1","EXA5","CR1A2","CR2A2","CR3A1","CR4A1","CR1A1","CR2A2","CR2A3","CR2A2","CR2A1","CR1A1"
"5f72275d0e4774118b06068a","D3A3","D4A2","AT1A3","6","0","DUA2","DUA4","DUA4","DUA2","DUA2","DUA4","DUA4","DUA4","DUA4","DUA3","DUA3","DUA2","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA5","DUA3","DUA4","DUA2","DUA5","DUA4","DUA2","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A1","AQ1A2","AQ1A3","AQ1A1","AQ1A1","AQ1A6","AQ2A5","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA4","EXA4","EXA4","EXA4","EXA4","CR1A2","CR2A2","CR3A1","CR4A2","CR1A2","CR2A2","CR2A2","CR2A1","CR2A1","CR1A1"
"597a2474d4e83700016c290f","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A4","RU1A6","AQ1A1","AQ1A6","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A7","AQ2A7","AQ2A7","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA2","DUA3","DUA3","DUA3","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA3","DUA4","DUA3","DUA2","DUA4","DUA4","DUA3","DUA3","DUA2","EXA1","EXA1","EXA1","EXA1","EXA1","CR1A3","CR2A5","CR3A6","CR4A7","CR1A4","CR2A4","CR2A5","CR2A4","CR2A4","CR1A4"
"5f78eb1e3074f64de5e59754","D3A3","D4A2","AT1A3","6","0","DUA2","DUA2","DUA4","DUA2","DUA2","DUA4","DUA4","DUA1","DUA4","DUA1","DUA4","DUA1","DUA4","DUA2","DUA4","DUA4","DUA5","DUA4","DUA4","DUA2","DUA4","DUA1","DUA5","DUA1","DUA4","DUA4","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A3","RU1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA4","EXA1","EXA4","CR1A3","CR2A5","CR3A3","CR4A5","CR1A4","CR2A3","CR2A5","CR2A3","CR2A4","CR1A3"
"5c71b88ae559500001d1fcf2","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A3","AR1A1","AR1A2","RU1A3","RU1A3","AQ1A1","AQ1A4","AQ1A4","AQ1A4","AQ1A1","AQ1A3","AQ1A7","AQ2A8","AQ2A9","DUA3","DUA3","DUA2","DUA3","DUA3","DUA3","DUA3","DUA2","DUA4","DUA3","DUA3","DUA3","DUA4","DUA3","DUA4","DUA3","DUA4","DUA3","DUA3","DUA2","DUA3","DUA2","DUA3","DUA2","DUA3","DUA3","DUA4","EXA2","EXA4","EXA2","EXA4","EXA4","CR1A2","CR2A3","CR3A1","CR4A1","CR1A3","CR2A3","CR2A3","CR2A2","CR2A2","CR1A2"
"5ec43483eb1e2b2f4df14ce0","D3A3","D4A2","AT1A3","6","0","DUA2","DUA3","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA4","DUA2","DUA2","DUA3","DUA3","DUA4","DUA2","DUA4","DUA2","DUA2","DUA4","DUA1","DUA3","DUA4","DUA3","DUA4","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A3","AQ1A1","AQ1A4","AQ1A1","AQ1A2","AQ1A8","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA2","EXA1","EXA3","CR1A1","CR2A2","CR3A2","CR4A1","CR1A1","CR2A1","CR2A3","CR2A1","CR2A1","CR1A1"
"614c708c2f0a4c5a70229d3f","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A2","AR1A3","AR1A1","AR1A2","RU1A4","RU1A2","AQ1A4","AQ1A5","AQ1A7","AQ1A5","AQ1A4","AQ1A4","AQ1A6","AQ2A6","AQ2A7","DUA5","DUA2","DUA3","DUA3","DUA4","DUA3","DUA2","DUA2","DUA4","DUA3","DUA4","DUA2","DUA4","DUA3","DUA3","DUA4","DUA4","DUA3","DUA3","DUA2","DUA3","DUA2","DUA3","DUA2","DUA4","DUA5","DUA3","EXA1","EXA3","EXA2","EXA2","EXA2","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"60df1e4c7cca77afcbb9ca9d","D3A2","D4A2","AT1A3","6","0","DUA3","DUA4","DUA4","DUA3","DUA3","DUA4","DUA2","DUA2","DUA4","DUA4","DUA4","DUA2","DUA4","DUA4","DUA3","DUA3","DUA2","DUA3","DUA3","DUA2","DUA2","DUA2","DUA2","DUA2","DUA3","DUA3","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A6","RU1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A2","AQ1A1","AQ1A1","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA5","EXA5","EXA1","EXA5","CR1A3","CR2A3","CR3A1","CR4A7","CR1A2","CR2A3","CR2A2","CR2A1","CR2A2","CR1A1"
"587d4ed4e4404c0001c9d1b9","D3A4","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A6","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A1","AQ1A8","AQ2A8","AQ2A8","DUA2","DUA2","DUA4","DUA2","DUA2","DUA3","DUA4","DUA4","DUA4","DUA4","DUA2","DUA2","DUA4","DUA2","DUA3","DUA2","DUA4","DUA2","DUA2","DUA4","DUA2","DUA4","DUA3","DUA4","DUA4","DUA2","DUA2","EXA1","EXA4","EXA2","EXA3","EXA4","CR1A2","CR2A2","CR3A2","CR4A1","CR1A1","CR2A2","CR2A2","CR2A2","CR2A1","CR1A1"
"62968452bb67cce9bf3a2ba7","D3A2","D4A2","AT1A3","6","0","DUA2","DUA3","DUA4","DUA3","DUA3","DUA4","DUA3","DUA4","DUA2","DUA3","DUA4","DUA3","DUA3","DUA2","DUA3","DUA3","DUA2","DUA3","DUA3","DUA4","DUA3","DUA4","DUA4","DUA2","DUA3","DUA3","DUA3","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A1","AQ1A2","AQ1A4","AQ1A2","AQ1A2","AQ1A6","AQ2A6","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA5","EXA4","EXA3","EXA1","EXA5","CR1A4","CR2A4","CR3A3","CR4A4","CR1A3","CR2A3","CR2A3","CR2A3","CR2A3","CR1A3"
"5974a8a1cda9660001ee18af","D3A3","D4A2","AT1A3","6","0","DUA3","DUA3","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA2","DUA4","DUA4","DUA3","DUA4","DUA4","AR1A1","AR1A2","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A1","AQ1A1","AQ1A2","AQ1A1","AQ1A1","AQ1A6","AQ2A9","AQ2A8","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA4","EXA2","EXA4","CR1A4","CR2A3","CR3A6","CR4A9","CR1A1","CR2A3","CR2A2","CR2A3","CR2A4","CR1A1"
"60de32135a8742181bcaf7fa","D3A4","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A1","AR1A1","AR1A1","RU1A3","RU1A5","AQ1A1","AQ1A3","AQ1A3","AQ1A1","AQ1A1","AQ1A1","AQ1A5","AQ2A9","AQ2A8","DUA2","DUA4","DUA2","DUA4","DUA2","DUA2","DUA4","DUA2","DUA4","DUA2","DUA2","DUA2","DUA2","DUA2","DUA4","DUA2","DUA2","DUA2","DUA4","DUA4","DUA4","DUA4","DUA3","DUA2","DUA4","DUA2","DUA2","EXA4","EXA4","EXA4","EXA4","EXA4","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A2","CR2A1","CR2A1","CR1A1"
"6278d1758a5f6d5af02d863c","D3A3","D4A2","AT1A3","6","0","DUA2","DUA3","DUA4","DUA3","DUA3","DUA4","DUA4","DUA2","DUA4","DUA4","DUA3","DUA1","DUA4","DUA3","DUA3","DUA3","DUA5","DUA4","DUA3","DUA4","DUA2","DUA2","DUA3","DUA4","DUA3","DUA3","DUA4","AR1A1","AR1A1","AR1A2","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A1","AQ1A3","AQ1A1","AQ1A2","AQ1A2","AQ1A3","AQ1A9","AQ2A9","AQ2A9","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA1","EXA1","EXA2","CR1A3","CR2A3","CR3A2","CR4A2","CR1A2","CR2A2","CR2A3","CR2A2","CR2A3","CR1A2"
"5df16d597adf4b08a7e779f1","D3A4","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A2","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A2","AQ1A3","AQ1A3","AQ1A4","AQ1A2","AQ1A4","AQ1A3","AQ2A6","AQ2A6","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA2","DUA4","DUA4","DUA3","DUA2","DUA3","DUA4","DUA3","DUA4","DUA4","DUA4","DUA5","DUA3","DUA4","DUA2","DUA4","DUA2","DUA4","DUA4","DUA4","EXA4","EXA4","EXA4","EXA5","EXA4","CR1A2","CR2A3","CR3A2","CR4A1","CR1A3","CR2A2","CR2A3","CR2A2","CR2A1","CR1A3"
"5d59a10aa17f570017307126","D3A3","D4A2","AT1A3","6","0","DUA2","DUA2","DUA4","DUA2","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA3","DUA2","DUA4","DUA3","DUA4","DUA4","DUA4","DUA4","DUA4","DUA2","DUA3","DUA4","DUA2","DUA2","DUA4","DUA2","DUA4","AR1A1","AR1A2","AR1A1","AR1A1","AR1A1","RU1A2","RU1A5","AQ1A2","AQ1A5","AQ1A3","AQ1A2","AQ1A1","AQ1A2","AQ1A8","AQ2A8","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA2","EXA3","EXA4","CR1A4","CR2A1","CR3A2","CR4A1","CR1A1","CR2A3","CR2A2","CR2A1","CR2A1","CR1A1"
"6032665c2e34a2226b79a3e1","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A2","AR1A2","AR1A3","AR1A2","AR1A2","RU1A4","RU1A4","AQ1A3","AQ1A4","AQ1A4","AQ1A2","AQ1A2","AQ1A2","AQ1A6","AQ2A6","AQ2A6","DUA4","DUA2","DUA2","DUA4","DUA2","DUA5","DUA4","DUA1","DUA4","DUA4","DUA2","DUA1","DUA4","DUA3","DUA4","DUA4","DUA4","DUA3","DUA4","DUA4","DUA5","DUA1","DUA3","DUA1","DUA2","DUA4","DUA1","EXA2","EXA4","EXA3","EXA4","EXA4","CR1A2","CR2A3","CR3A3","CR4A3","CR1A2","CR2A3","CR2A3","CR2A2","CR2A2","CR1A2"
"629e289281cb06124d8732ef","D3A2","D4A2","AT1A3","6","0","DUA1","DUA3","DUA2","DUA1","DUA1","DUA4","DUA4","DUA4","DUA4","DUA4","DUA3","DUA2","DUA2","DUA2","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA4","DUA4","DUA2","DUA4","DUA4","DUA1","DUA2","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A2","AQ1A3","AQ1A4","AQ1A3","AQ1A3","AQ1A4","AQ1A9","AQ2A8","AQ2A8","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA1","EXA1","EXA1","EXA1","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
"59d42f4c6cc82800013e31e0","D3A3","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A1","AR1A2","AR1A2","AR1A4","RU1A6","RU1A6","AQ1A2","AQ1A6","AQ1A3","AQ1A2","AQ1A2","AQ1A2","AQ1A5","AQ2A5","AQ2A5","DUA1","DUA3","DUA4","DUA4","DUA4","DUA5","DUA5","DUA5","DUA3","DUA4","DUA4","DUA4","DUA4","DUA2","DUA4","DUA3","DUA5","DUA4","DUA2","DUA3","DUA2","DUA5","DUA3","DUA4","DUA4","DUA2","DUA4","EXA1","EXA4","EXA2","EXA1","EXA4","CR1A3","CR2A1","CR3A1","CR4A1","CR1A2","CR2A4","CR2A1","CR2A1","CR2A1","CR1A2"
"60eb14724415442253f984d5","D3A2","D4A2","AT1A3","6","0","DUA4","DUA4","DUA2","DUA5","DUA4","DUA3","DUA2","DUA3","DUA4","DUA4","DUA4","DUA2","DUA4","DUA4","DUA4","DUA4","DUA3","DUA2","DUA2","DUA2","DUA2","DUA4","DUA4","DUA2","DUA2","DUA4","DUA3","AR1A2","AR1A2","AR1A3","AR1A2","AR1A2","RU1A4","RU1A4","AQ1A2","AQ1A4","AQ1A3","AQ1A4","AQ1A3","AQ1A3","AQ1A5","AQ2A5","AQ2A5","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA2","EXA4","EXA2","EXA4","EXA4","CR1A3","CR2A4","CR3A6","CR4A9","CR1A3","CR2A4","CR2A3","CR2A4","CR2A4","CR1A2"
"629e21a90d94715dbc32e544","D3A2","D4A2","AT1A3","6","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","AR1A1","AR1A2","AR1A2","AR1A1","AR1A1","RU1A5","RU1A5","AQ1A2","AQ1A2","AQ1A2","AQ1A4","AQ1A1","AQ1A3","AQ1A9","AQ2A9","AQ2A9","DUA1","DUA1","DUA5","DUA1","DUA1","DUA5","DUA4","DUA5","DUA3","DUA5","DUA1","DUA5","DUA4","DUA1","DUA5","DUA1","DUA5","DUA4","DUA1","DUA5","DUA1","DUA5","DUA1","DUA4","DUA5","DUA1","DUA5","EXA1","EXA4","EXA2","EXA1","EXA1","CR1A2","CR2A1","CR3A2","CR4A1","CR1A1","CR2A3","CR2A1","CR2A1","CR2A1","CR1A1"
"5c634094e30ff200016baccb","D3A2","D4A2","AT1A3","6","0","DUA1","DUA1","DUA4","DUA1","DUA1","DUA2","DUA1","DUA2","DUA5","DUA5","DUA3","DUA4","DUA5","DUA1","DUA2","DUA1","DUA1","DUA2","DUA1","DUA5","DUA1","DUA1","DUA1","DUA4","DUA5","DUA1","DUA2","AR1A1","AR1A1","AR1A1","AR1A1","AR1A1","RU1A7","RU1A6","AQ1A1","AQ1A1","AQ1A1","AQ1A2","AQ1A2","AQ1A3","AQ1A8","AQ2A9","AQ2A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","EXA1","EXA4","EXA1","EXA1","EXA4","CR1A1","CR2A1","CR3A1","CR4A1","CR1A1","CR2A1","CR2A1","CR2A1","CR2A1","CR1A1"
